host,rtt,port,server_name,synStart,synEnd,scanEnd,protocol,cipher,resultString,verify_err_no,verify_code,server_version,depth,depth_verbose,error_data
138.68.80.228,,443,doh.almir1904.eu,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
128.139.197.53,,443,www.doh.iucc.ac.il,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
132.226.155.86,,443,doh.shield-service.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
132.226.155.86,,443,dev-doh.shield-service.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.26.119,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
162.159.36.1,,443,cloudflare-dns.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
147.78.178.181,,443,doh.sb,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
155.138.130.135,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
129.159.140.225,,443,doh.shield-service.net,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
152.70.207.145,,443,dyhw.ddns.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
150.230.147.2,,443,wesstydns.xyz,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
13.89.121.94,,443,dohtrial.att.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.26.119,,443,uslax1-doh-001.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
131.100.1.155,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
160.16.123.42,,443,jpdns.cosmiclatte.org,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
162.14.21.178,,443,dot.pub,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
129.159.140.225,,443,qa-doh.shield-service.net,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
168.138.209.219,,443,itdog.duckdns.org,1647539953,1647539953,1647539953,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
129.159.140.225,,443,dev-doh.shield-service.net,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
162.14.21.56,,443,dns.pub,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
157.245.252.140,,443,0.nyc1.dns.gamban.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
155.254.28.98,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
149.154.153.153,,443,adfree.usableprivacy.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
162.220.221.25,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
171.97.12.246,,443,dns64.dns.google,1647539953,1647539953,,TLS_NULL_WITH_NULL_NULL,TLS_NULL_WITH_NULL_NULL,CONNECTION REFUSED,,,,,,dial tcp <nil>->171.97.12.246:443: connect: connection refused
17.253.26.247,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
138.68.80.228,,443,dns01.almir1904.eu,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
164.90.155.71,,443,doh.villaraton.is,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.16.247,,443,usscz2-doh-002.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
132.226.216.197,,443,dns.grn-forest.ru,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
157.230.214.176,,443,resdnstest.apelainc.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
15.200.31.48,,443,dns.dib.govshield.akamaidefense.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
132.226.198.245,,443,dns.knytl.eu,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
155.254.28.99,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
17.253.16.119,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
155.138.198.17,,443,dns.johnnyguo.me,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
172.104.175.59,,443,dns.9999.sg,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
130.61.191.203,,443,dns.needrp.net,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
157.245.252.140,,443,dns.gamban.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.16.119,,443,usscz2-doh-001.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
138.197.166.255,,443,doh.dnsflex.com,1647539953,1647539953,1647539953,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
128.93.162.64,,443,qlf-doh.inria.fr,1647539952,1647539952,1647539953,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
146.59.226.118,,443,dns.soleil.ovh,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
132.226.205.25,,443,agh.sunwards.cloudns.nz,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
140.82.45.97,,443,cubedns.com,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
13.95.116.101,,443,clouddoh.keroo.dev,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
152.70.61.147,,443,dep-dns.9273082020.ru,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
172.104.59.35,,443,dns.vaguthu.mv,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.126.223,,443,usdal4-doh-004.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
157.245.36.211,,443,dns1.ryan-palmer.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
161.129.152.196,,443,dns.maiti.info,1647539953,1647539953,1647539953,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
152.70.58.190,,443,adguard-home.myddns.me,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
152.70.52.102,,443,dns.dsay.in,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.26.85,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.66.213,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.126.93,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.66.247,,443,ausyd2-doh-002.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.126.89,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.126.227,,443,usdal4-doh-006.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.126.89,,443,usdal4-doh-001.a.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.26.247,,443,uslax1-doh-002.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
147.78.3.243,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
158.101.98.125,,443,dns.52306.org,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
152.89.104.158,,443,dns.karl.one,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.22.119,,443,usden5-doh-001.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
166.70.53.115,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
168.138.209.89,,443,dns.nhtsky.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
152.70.52.130,,443,tylda.duckdns.org,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.4.247,,443,ussjc2-dns-004.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.4.85,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.126.93,,443,usdal4-doh-003.a.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
154.49.211.118,,443,dns.chenu.ch,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
171.97.12.136,,443,dns.google.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.126.89,,443,usdal4-doh-001.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.126.97,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.22.213,,443,usden5-doh-004.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
152.89.104.68,,443,dnspixel.ob-it.de,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
151.80.214.252,,443,dns.6level.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
168.235.81.167,,443,dns-nyc.aaflalo.me,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
132.145.210.200,,443,dns.scconl.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
162.220.52.60,,443,dns.k9.ms,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.22.85,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.22.247,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
151.80.214.252,,443,doh.6level.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.22.247,,443,usden5-doh-002.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
15.200.148.171,,443,dns.dib.govshield.akamaidefense.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
146.56.137.68,,443,lion.dns.qwer.pw,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
162.219.50.12,,443,dns-proxy.test.cira.ca,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
15.200.62.42,,443,dns.preprod.dib.govshield.akamaidefense.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
157.245.252.140,,443,www.dns.gamban.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
171.97.235.52,,443,dns64.dns.google,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
165.227.229.14,,443,dns.do.gurupannu.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
165.227.229.14,,443,homerouter-dns.do.gurupannu.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
15.205.244.238,,443,dns.dib.govshield.akamaidefense.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.14.119,,443,usnyc3-doh-001.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.36.119,,443,uklon6-doh-001.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
138.3.240.202,,443,dns.nullqua.xyz,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.24.213,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.10.144.54,,443,doh.mimecast.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.14.215,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
159.69.29.199,,443,doh.kgzf.de,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
158.101.197.45,,443,od1.duckdns.org,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.20.119,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
173.255.211.87,,443,dns2.chance.link,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.20.247,,443,usqas2-doh-002.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
176.103.130.131,,443,176-103-130-131.dns.adguard.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
168.119.160.80,,443,dns.beslan.pro,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
163.172.156.27,,443,dns.liberador.net,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
173.232.2.74,,443,dns.nextdns.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
150.230.79.211,,443,adguardcasa.duckdns.org,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.24.85,,443,doh.dns.apple.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.10.150.54,,443,doh-hil-usb.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
132.145.83.120,,443,tiger.dns.qwer.pw,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
144.202.79.26,,443,cubedns.com,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
144.202.35.163,,443,cubedns.com,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.10.150.54,,443,doh.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
170.10.128.32,,443,doh-nav-us.mimecast.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
165.22.253.142,,443,www.dns1.ikoniaga.net,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
176.103.130.136,,443,dns-family.adguard.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
16.170.150.221,,443,dns.brahma.world,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
176.103.130.137,,443,dns.adguard.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
172.67.134.157,,443,doh.crypto.sx,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
158.101.220.31,,443,doh.pitaya.io,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
176.103.130.149,,443,176-103-130-149.dns.adguard.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
173.243.64.102,,443,clientdns3.softcom.net,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.34.247,,443,uklon5-doh-002.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.6.213,,443,usatl4-doh-004.aaplimg.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.36.215,,443,uklon6-doh-006.aaplimg.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.39.225.135,,443,dns.nextdns.io,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.6.247,,443,usatl4-doh-002.aaplimg.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
13.245.115.99,,443,dns.gamban.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
165.232.166.217,,443,doh.localdomain.com,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
173.199.126.35,,443,hydra.plan9-ns1.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
167.179.64.116,,443,cubedns.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.10.132.32,,443,doh-sav-us.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.54.119,,443,defra1-doh-001.aaplimg.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.10.146.54,,443,doh-mtl-ca.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
176.103.130.150,,443,dns-family.adguard.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.6.85,,443,doh.dns.apple.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.52.119,,443,nlams2-doh-001.aaplimg.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
169.48.27.179,,443,ca02.dns4me.net,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
17.253.56.119,,443,doh.dns.apple.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
165.227.233.200,,443,doh.dnscrypt.uk,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
139.180.166.234,,443,cubedns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
157.230.99.122,,443,dns.svtslv.xyz,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,SUCCESS,,,,,,
144.22.153.235,,443,dns.enzo.link,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.56.85,,443,defra3-doh-003.aaplimg.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
134.102.20.19,,443,dns-2.zfn.uni-bremen.de,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.54.247,,443,defra1-doh-002.aaplimg.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
176.103.130.134,,443,dns.adguard.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.56.213,,443,doh.dns.apple.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.56.85,,443,doh.dns.apple.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.10.138.54,,443,doh-datplacom-us.mimecast-pscom-us.com,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
134.102.20.19,,443,dns-1.zfn.uni-bremen.de,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
151.80.222.79,,443,opennic.i2pd.xyz,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,SUCCESS,,,,,,
134.102.20.20,,443,dns-1.zfn.uni-bremen.de,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
170.10.152.54,,443,doh-sl5-usb.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
162.19.129.21,,443,dns.b33.space,1647539953,1647539953,1647539954,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
159.223.173.230,,443,dns.jazzypajamas.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
170.10.128.32,,443,doh.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
170.176.145.150,,443,doh.intouchstaging.com,1647539953,1647539953,1647539954,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,SUCCESS,,,,,,
170.10.132.32,,443,doh.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
159.69.115.170,,443,dohd.guxx.net,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
139.64.245.118,,443,dns.pccw.ga,1647539952,1647539952,1647539953,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
159.100.248.193,,443,dns.nextdns.io,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
170.10.144.54,,443,doh-tor-ca.mimecast.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
176.125.239.0,,443,dns.controld.dev,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
176.125.239.10,,443,dns.controld.dev,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
172.67.173.59,,443,jp.tiarap.org,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
17.253.126.219,,443,doh.dns.apple.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
17.253.126.219,,443,usdal4-doh-002.aaplimg.com,1647539953,1647539953,1647539954,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
168.138.208.40,,443,www.dnsblockads.ml,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
158.101.133.84,,443,dns.cwlys.com,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
164.90.245.136,,443,dns.unx.pl,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
155.138.142.93,,443,cubedns.com,1647539953,1647539953,1647539953,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
168.138.208.40,,443,dnsblockads.ml,1647539954,1647539954,1647539954,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
